zip,cbsa,res_ratio,bus_ratio,oth_ratio,tot_ratio
02790,39300,1.000000000,1.000000000,1.000000000,1.000000000
06066,25540,1.000000000,1.000000000,1.000000000,1.000000000
06076,25540,1.000000000,1.000000000,1.000000000,1.000000000
06072,25540,0.000000000,1.000000000,1.000000000,1.000000000
06073,25540,1.000000000,1.000000000,1.000000000,1.000000000
06093,25540,1.000000000,1.000000000,1.000000000,1.000000000
06040,25540,1.000000000,1.000000000,1.000000000,1.000000000
06035,25540,1.000000000,1.000000000,1.000000000,1.000000000
06057,45860,1.000000000,1.000000000,1.000000000,1.000000000
06013,25540,1.000000000,1.000000000,1.000000000,1.000000000
06016,25540,1.000000000,1.000000000,1.000000000,1.000000000
06098,45860,1.000000000,1.000000000,1.000000000,1.000000000
06413,25540,1.000000000,1.000000000,1.000000000,1.000000000
06403,35300,1.000000000,1.000000000,1.000000000,1.000000000
06424,25540,1.000000000,1.000000000,1.000000000,1.000000000
06422,25540,0.993886744,1.000000000,0.982456140,0.994093325
06422,35300,0.006113256,0.000000000,0.017543860,0.005906675
06339,35980,1.000000000,1.000000000,1.000000000,1.000000000
06359,35980,1.000000000,1.000000000,1.000000000,1.000000000
06374,49340,0.996965099,1.000000000,1.000000000,0.997232217
06374,35980,0.003034901,0.000000000,0.000000000,0.002767783
06280,49340,1.000000000,1.000000000,1.000000000,1.000000000
06231,25540,0.989664083,1.000000000,1.000000000,0.989937107
06231,35980,0.010335917,0.000000000,0.000000000,0.010062893
06450,35300,1.000000000,1.000000000,1.000000000,1.000000000
06443,35300,1.000000000,1.000000000,1.000000000,1.000000000
06441,25540,1.000000000,1.000000000,1.000000000,1.000000000
06608,14860,1.000000000,1.000000000,1.000000000,1.000000000
06484,14860,1.000000000,1.000000000,1.000000000,1.000000000
06483,35300,1.000000000,1.000000000,1.000000000,1.000000000
06770,35300,1.000000000,1.000000000,1.000000000,1.000000000
06763,45860,1.000000000,1.000000000,1.000000000,1.000000000
06779,35300,0.000582072,0.005000000,0.000000000,0.000798935
06779,45860,0.999417928,0.995000000,1.000000000,0.999201065
06903,14860,1.000000000,1.000000000,1.000000000,1.000000000
06824,14860,1.000000000,1.000000000,1.000000000,1.000000000
06830,14860,1.000000000,1.000000000,1.000000000,1.000000000
06786,45860,0.999524602,1.000000000,0.993333333,0.999344406
06786,25540,0.000475398,0.000000000,0.006666667,0.000655594
06807,14860,1.000000000,1.000000000,1.000000000,1.000000000
06793,45860,1.000000000,1.000000000,1.000000000,1.000000000
07010,35620,1.000000000,1.000000000,1.000000000,1.000000000
07052,35620,1.000000000,1.000000000,1.000000000,1.000000000
07060,35620,1.000000000,1.000000000,1.000000000,1.000000000
07036,35620,1.000000000,1.000000000,1.000000000,1.000000000
07040,35620,1.000000000,1.000000000,1.000000000,1.000000000
07068,35620,1.000000000,1.000000000,1.000000000,1.000000000
07204,35620,1.000000000,1.000000000,1.000000000,1.000000000
07114,35620,1.000000000,1.000000000,1.000000000,1.000000000
07107,35620,1.000000000,1.000000000,1.000000000,1.000000000
07108,35620,1.000000000,1.000000000,1.000000000,1.000000000
07109,35620,1.000000000,1.000000000,1.000000000,1.000000000
07102,35620,1.000000000,1.000000000,1.000000000,1.000000000
07303,35620,1.000000000,1.000000000,1.000000000,1.000000000
07621,35620,1.000000000,1.000000000,1.000000000,1.000000000
07463,35620,1.000000000,1.000000000,1.000000000,1.000000000
07457,35620,1.000000000,1.000000000,1.000000000,1.000000000
07436,35620,1.000000000,1.000000000,1.000000000,1.000000000
07974,35620,1.000000000,1.000000000,1.000000000,1.000000000
07921,35620,1.000000000,1.000000000,1.000000000,1.000000000
07871,35620,1.000000000,1.000000000,1.000000000,1.000000000
07666,35620,1.000000000,1.000000000,1.000000000,1.000000000
07660,35620,1.000000000,1.000000000,1.000000000,1.000000000
07662,35620,1.000000000,1.000000000,1.000000000,1.000000000
08902,35620,1.000000000,1.000000000,1.000000000,1.000000000
08882,35620,1.000000000,1.000000000,1.000000000,1.000000000
07727,35620,1.000000000,1.000000000,1.000000000,1.000000000
08036,37980,1.000000000,1.000000000,1.000000000,1.000000000
08012,37980,1.000000000,1.000000000,1.000000000,1.000000000
07738,35620,1.000000000,1.000000000,1.000000000,1.000000000
07754,35620,1.000000000,1.000000000,1.000000000,1.000000000
08051,37980,1.000000000,1.000000000,1.000000000,1.000000000
08225,12100,1.000000000,1.000000000,1.000000000,1.000000000
08223,36140,1.000000000,1.000000000,1.000000000,1.000000000
08109,37980,1.000000000,1.000000000,1.000000000,1.000000000
08108,37980,1.000000000,1.000000000,1.000000000,1.000000000
08098,37980,1.000000000,1.000000000,1.000000000,1.000000000
08079,37980,1.000000000,1.000000000,1.000000000,1.000000000
08610,45940,0.988199234,0.998677249,1.000000000,0.989064484
08610,37980,0.011800766,0.001322751,0.000000000,0.010935516
08628,45940,1.000000000,1.000000000,1.000000000,1.000000000
08542,45940,1.000000000,1.000000000,1.000000000,1.000000000
08501,35620,0.904218534,0.991803279,1.000000000,0.911931818
08501,37980,0.047372061,0.000000000,0.000000000,0.043244949
08501,45940,0.048409405,0.008196721,0.000000000,0.044823232
08505,37980,1.000000000,1.000000000,1.000000000,1.000000000
08734,35620,1.000000000,1.000000000,1.000000000,1.000000000
08736,35620,1.000000000,1.000000000,1.000000000,1.000000000
19711,37980,1.000000000,1.000000000,1.000000000,1.000000000
19716,37980,1.000000000,1.000000000,1.000000000,1.000000000
08759,35620,1.000000000,1.000000000,1.000000000,1.000000000
08757,35620,1.000000000,1.000000000,1.000000000,1.000000000
19977,20100,0.935464467,0.901743265,0.962500000,0.934100418
19977,37980,0.064535533,0.098256735,0.037500000,0.065899582
19958,41540,1.000000000,1.000000000,1.000000000,1.000000000
10025,35620,1.000000000,1.000000000,1.000000000,1.000000000
10036,35620,1.000000000,1.000000000,1.000000000,1.000000000
10459,35620,1.000000000,1.000000000,1.000000000,1.000000000
10075,35620,1.000000000,1.000000000,1.000000000,1.000000000
10282,35620,1.000000000,1.000000000,1.000000000,1.000000000
10112,35620,0.000000000,1.000000000,1.000000000,1.000000000
10547,35620,1.000000000,1.000000000,1.000000000,1.000000000
10594,35620,1.000000000,1.000000000,1.000000000,1.000000000
10580,35620,1.000000000,1.000000000,1.000000000,1.000000000
10601,35620,1.000000000,1.000000000,1.000000000,1.000000000
10954,35620,1.000000000,1.000000000,1.000000000,1.000000000
10924,39100,1.000000000,1.000000000,1.000000000,1.000000000
10801,35620,1.000000000,1.000000000,1.000000000,1.000000000
10901,35620,1.000000000,1.000000000,1.000000000,1.000000000
10704,35620,1.000000000,1.000000000,1.000000000,1.000000000
12404,28740,1.000000000,1.000000000,1.000000000,1.000000000
10989,35620,1.000000000,1.000000000,1.000000000,1.000000000
12406,99999,0.587962963,0.857142857,1.000000000,0.605263158
12406,28740,0.412037037,0.142857143,0.000000000,0.394736842
12409,28740,1.000000000,1.000000000,1.000000000,1.000000000
10968,35620,1.000000000,1.000000000,1.000000000,1.000000000
10987,39100,1.000000000,1.000000000,1.000000000,1.000000000
10994,35620,1.000000000,1.000000000,1.000000000,1.000000000
12413,99999,1.000000000,1.000000000,1.000000000,1.000000000
12566,39100,0.418234443,0.794326241,0.452631579,0.431081698
12566,99999,0.072841293,0.014184397,0.031578947,0.070059334
12566,28740,0.508924264,0.191489362,0.515789474,0.498858969
12589,28740,0.748029945,0.895238095,0.933333333,0.756143313
12589,39100,0.251970055,0.104761905,0.066666667,0.243856687
12563,35620,1.000000000,1.000000000,1.000000000,1.000000000
12553,39100,1.000000000,1.000000000,1.000000000,1.000000000
12545,39100,1.000000000,1.000000000,1.000000000,1.000000000
12533,35620,0.007640232,0.000000000,0.004201681,0.006979585
12533,39100,0.992359768,1.000000000,0.995798319,0.993020415
12520,39100,1.000000000,1.000000000,1.000000000,1.000000000
12419,28740,1.000000000,1.000000000,1.000000000,1.000000000
12455,28740,0.015384615,0.000000000,0.000000000,0.014851485
12455,99999,0.984615385,1.000000000,1.000000000,0.985148515
12457,28740,1.000000000,1.000000000,1.000000000,1.000000000
12443,28740,1.000000000,1.000000000,1.000000000,1.000000000
12450,99999,1.000000000,0.000000000,1.000000000,1.000000000
10301,35620,1.000000000,1.000000000,1.000000000,1.000000000
12745,99999,1.000000000,0.000000000,1.000000000,1.000000000
11102,35620,1.000000000,1.000000000,1.000000000,1.000000000
11001,35620,1.000000000,1.000000000,1.000000000,1.000000000
10312,35620,1.000000000,1.000000000,1.000000000,1.000000000
11204,35620,1.000000000,1.000000000,1.000000000,1.000000000
11203,35620,1.000000000,1.000000000,1.000000000,1.000000000
11202,35620,1.000000000,1.000000000,1.000000000,1.000000000
11216,35620,1.000000000,1.000000000,1.000000000,1.000000000
11213,35620,1.000000000,1.000000000,1.000000000,1.000000000
11210,35620,1.000000000,1.000000000,1.000000000,1.000000000
11238,35620,1.000000000,1.000000000,1.000000000,1.000000000
11239,35620,1.000000000,1.000000000,1.000000000,1.000000000
11229,35620,1.000000000,1.000000000,1.000000000,1.000000000
11225,35620,1.000000000,1.000000000,1.000000000,1.000000000
11418,35620,1.000000000,1.000000000,1.000000000,1.000000000
11420,35620,1.000000000,1.000000000,1.000000000,1.000000000
11419,35620,1.000000000,1.000000000,1.000000000,1.000000000
11427,35620,1.000000000,1.000000000,1.000000000,1.000000000
11369,35620,1.000000000,1.000000000,1.000000000,1.000000000
11693,35620,1.000000000,1.000000000,1.000000000,1.000000000
11520,35620,1.000000000,1.000000000,1.000000000,1.000000000
11581,35620,1.000000000,1.000000000,1.000000000,1.000000000
11565,35620,1.000000000,1.000000000,1.000000000,1.000000000
11550,35620,1.000000000,1.000000000,1.000000000,1.000000000
11545,35620,1.000000000,1.000000000,1.000000000,1.000000000
11553,35620,1.000000000,1.000000000,1.000000000,1.000000000
11729,35620,1.000000000,1.000000000,1.000000000,1.000000000
11726,35620,1.000000000,1.000000000,1.000000000,1.000000000
11771,35620,1.000000000,1.000000000,1.000000000,1.000000000
11783,35620,1.000000000,1.000000000,1.000000000,1.000000000
11791,35620,1.000000000,1.000000000,1.000000000,1.000000000
11788,35620,1.000000000,1.000000000,1.000000000,1.000000000
12037,26460,1.000000000,1.000000000,1.000000000,1.000000000
12075,26460,1.000000000,1.000000000,1.000000000,1.000000000
11972,35620,1.000000000,1.000000000,1.000000000,1.000000000
12095,11220,0.028836911,0.013698630,0.000000000,0.026102487
12095,24100,0.971163089,0.986301370,1.000000000,0.973897513
12155,36580,0.896464646,1.000000000,1.000000000,0.898890259
12155,99999,0.103535354,0.000000000,0.000000000,0.101109741
12828,24020,0.575694923,0.715000000,0.882352941,0.589469178
12828,10580,0.424305077,0.285000000,0.117647059,0.410530822
12305,10580,1.000000000,1.000000000,1.000000000,1.000000000
12207,10580,1.000000000,1.000000000,1.000000000,1.000000000
12189,10580,1.000000000,1.000000000,1.000000000,1.000000000
12204,10580,1.000000000,1.000000000,1.000000000,1.000000000
12883,99999,0.976016260,1.000000000,1.000000000,0.978943612
12883,24020,0.023983740,0.000000000,0.000000000,0.021056388
12916,31660,1.000000000,1.000000000,1.000000000,1.000000000
13092,27060,0.107488987,0.034482759,0.037037037,0.104114190
13092,12180,0.892511013,0.965517241,0.962962963,0.895885810
13074,45060,0.965038560,1.000000000,1.000000000,0.966893866
13074,12180,0.034961440,0.000000000,0.000000000,0.033106134
13123,46540,1.000000000,0.000000000,1.000000000,1.000000000
13036,45060,1.000000000,1.000000000,1.000000000,1.000000000
13035,45060,1.000000000,1.000000000,1.000000000,1.000000000
12974,99999,1.000000000,1.000000000,1.000000000,1.000000000
12981,38460,0.991604478,1.000000000,0.947368421,0.991111111
12981,31660,0.008395522,0.000000000,0.052631579,0.008888889
13166,45060,0.009481481,0.022624434,0.015873016,0.010385351
13166,12180,0.990518519,0.977375566,0.984126984,0.989614649
13601,48060,0.998477853,0.999578592,1.000000000,0.998703309
13601,99999,0.001522147,0.000421408,0.000000000,0.001296691
13473,99999,1.000000000,1.000000000,1.000000000,1.000000000
13461,46540,1.000000000,1.000000000,1.000000000,1.000000000
13315,36580,1.000000000,1.000000000,1.000000000,1.000000000
13302,45060,1.000000000,1.000000000,1.000000000,1.000000000
13329,24100,0.285080422,0.119658120,0.214285714,0.273700306
13329,46540,0.714919578,0.880341880,0.785714286,0.726299694
13619,48060,0.892248722,0.951219512,0.975609756,0.901345291
13619,99999,0.107751278,0.048780488,0.024390244,0.098654709
13626,48060,0.200520833,0.071428571,0.000000000,0.186972256
13626,99999,0.799479167,0.928571429,1.000000000,0.813027744
13620,99999,1.000000000,1.000000000,1.000000000,1.000000000
13901,13780,1.000000000,1.000000000,1.000000000,1.000000000
13850,13780,1.000000000,1.000000000,1.000000000,1.000000000
14030,15380,0.827785818,0.848484848,0.782608696,0.828205128
14030,36460,0.149059334,0.151515152,0.130434783,0.148717949
14030,99999,0.023154848,0.000000000,0.086956522,0.023076923
13864,27060,0.293103448,0.000000000,0.000000000,0.288679245
13864,13780,0.706896552,1.000000000,1.000000000,0.711320755
13787,13780,0.811247576,0.885714286,1.000000000,0.815115553
13787,99999,0.188752424,0.114285714,0.000000000,0.184884447
13835,13780,0.795488722,0.750000000,0.600000000,0.793768546
13835,18660,0.204511278,0.250000000,0.400000000,0.206231454
13830,99999,1.000000000,1.000000000,1.000000000,1.000000000
13796,36580,1.000000000,1.000000000,1.000000000,1.000000000
13801,99999,1.000000000,0.000000000,1.000000000,1.000000000
13780,99999,1.000000000,1.000000000,1.000000000,1.000000000
13730,99999,0.944905660,1.000000000,1.000000000,0.946520147
13730,13780,0.055094340,0.000000000,0.000000000,0.053479853
13676,36300,1.000000000,1.000000000,1.000000000,1.000000000
13731,28740,0.001410437,0.000000000,0.000000000,0.001383126
13731,99999,0.998589563,1.000000000,1.000000000,0.998616874
13746,99999,0.252039152,0.500000000,0.375000000,0.255608974
13746,13780,0.747960848,0.500000000,0.625000000,0.744391026
14048,27460,1.000000000,1.000000000,1.000000000,1.000000000
14080,15380,1.000000000,1.000000000,1.000000000,1.000000000
14052,15380,1.000000000,1.000000000,1.000000000,1.000000000
14036,12860,0.993236715,1.000000000,1.000000000,0.993598537
14036,15380,0.006763285,0.000000000,0.000000000,0.006401463
14223,15380,1.000000000,1.000000000,1.000000000,1.000000000
14219,15380,1.000000000,1.000000000,1.000000000,1.000000000
14213,15380,1.000000000,1.000000000,1.000000000,1.000000000
14202,15380,1.000000000,1.000000000,1.000000000,1.000000000
14210,15380,1.000000000,1.000000000,1.000000000,1.000000000
14170,15380,1.000000000,1.000000000,1.000000000,1.000000000
14109,15380,1.000000000,1.000000000,1.000000000,1.000000000
14134,15380,1.000000000,1.000000000,1.000000000,1.000000000
14433,42900,0.060259740,0.042372881,0.023255814,0.058485139
14433,40380,0.939740260,0.957627119,0.976744186,0.941514861
14580,40380,1.000000000,1.000000000,1.000000000,1.000000000
14604,40380,1.000000000,1.000000000,1.000000000,1.000000000
14549,99999,1.000000000,0.000000000,1.000000000,1.000000000
14476,40380,1.000000000,1.000000000,1.000000000,1.000000000
14692,40380,1.000000000,1.000000000,1.000000000,1.000000000
14905,21300,1.000000000,1.000000000,1.000000000,1.000000000
14904,21300,1.000000000,1.000000000,1.000000000,1.000000000
14823,18500,1.000000000,1.000000000,1.000000000,1.000000000
14755,36460,1.000000000,1.000000000,1.000000000,1.000000000
15061,38300,1.000000000,1.000000000,1.000000000,1.000000000
15046,38300,1.000000000,1.000000000,1.000000000,1.000000000
15135,38300,1.000000000,1.000000000,1.000000000,1.000000000
15218,38300,1.000000000,1.000000000,1.000000000,1.000000000
15215,38300,1.000000000,1.000000000,1.000000000,1.000000000
15461,99999,0.000000000,0.006060606,0.000000000,0.000431779
15461,38300,1.000000000,0.993939394,1.000000000,0.999568221
15333,38300,1.000000000,1.000000000,1.000000000,1.000000000
15419,38300,1.000000000,1.000000000,1.000000000,1.000000000
15442,38300,1.000000000,1.000000000,1.000000000,1.000000000
15301,38300,1.000000000,1.000000000,1.000000000,1.000000000
15227,38300,1.000000000,1.000000000,1.000000000,1.000000000
15230,38300,1.000000000,1.000000000,1.000000000,1.000000000
15501,38300,0.003903299,0.001636661,0.000000000,0.003466022
15501,43740,0.996096701,0.998363339,1.000000000,0.996533978
15531,43740,0.985309017,1.000000000,1.000000000,0.986281930
15531,38300,0.014690983,0.000000000,0.000000000,0.013718070
15551,43740,1.000000000,1.000000000,0.000000000,1.000000000
15558,43740,1.000000000,1.000000000,1.000000000,1.000000000
15828,99999,0.989898990,1.000000000,1.000000000,0.990654206
15828,41260,0.010101010,0.000000000,0.000000000,0.009345794
15762,27780,1.000000000,1.000000000,1.000000000,1.000000000
15801,99999,0.000105652,0.000000000,0.000000000,0.000089823
15801,20180,0.999894348,1.000000000,1.000000000,0.999910177
15690,38300,1.000000000,1.000000000,1.000000000,1.000000000
15622,38300,0.585732165,0.296296296,0.500000000,0.573770492
15622,43740,0.414267835,0.703703704,0.500000000,0.426229508
15626,38300,1.000000000,1.000000000,1.000000000,1.000000000
15627,38300,1.000000000,1.000000000,1.000000000,1.000000000
15901,27780,1.000000000,1.000000000,1.000000000,1.000000000
15906,27780,1.000000000,1.000000000,1.000000000,1.000000000
15924,43740,1.000000000,1.000000000,1.000000000,1.000000000
16159,35260,0.065613027,0.000000000,0.000000000,0.059487625
16159,49660,0.934386973,1.000000000,1.000000000,0.940512375
16127,38300,0.018380527,0.000000000,0.027607362,0.017386265
16127,35260,0.002815036,0.001862197,0.000000000,0.002607940
16127,36340,0.013909588,0.024208566,0.000000000,0.014053897
16127,49660,0.964894850,0.973929236,0.972392638,0.965951898
16134,32740,0.680911681,0.519230769,0.263157895,0.673403767
16134,49660,0.319088319,0.480769231,0.736842105,0.326596233
16154,49660,1.000000000,1.000000000,1.000000000,1.000000000
16116,35260,1.000000000,1.000000000,1.000000000,1.000000000
16114,49660,1.000000000,1.000000000,1.000000000,1.000000000
16001,38300,1.000000000,1.000000000,1.000000000,1.000000000
16051,38300,0.641237113,0.781250000,1.000000000,0.651476252
16051,35260,0.358762887,0.218750000,0.000000000,0.348523748
16028,99999,0.399773499,0.525000000,0.600000000,0.406250000
16028,38300,0.600226501,0.475000000,0.400000000,0.593750000
